definition_id,title,year,definition_number,definition,score_convexity,is_convexity,score_asymmetry,is_asymmetry,score_protective_rore,is_protective_rore,score_iterative_learning,is_iterative_learning,score_adaptive_restructuring,is_adaptive_restructuring,score_growth_through_disorder,is_growth_through_disorder,amf_any,non_amf
0e0a71e9-61d4-4dd9-8b39-5ed65a2fd893,crisis response modes in collaborative business ecosystems: a mathematical framework from plasticity to antifragility,2025,0,antifragility has been conceptually defined in terms of convex responses and asymmetric gains under stress.,0.6267941296100616,True,0.6220564246177673,True,0.5653056204319,False,0.37994126975536346,False,0.40530046820640564,False,0.41166163980960846,True,True,False
695c9bc6-696d-4385-8900-c8e549746b7f,"synergistic closed-loop supply chain network design by considering robustness, risk: an automotive case study",2025,0,antifragility is achieved by designing the system to benefit from disruptions,0.41454166173934937,False,0.375311940908432,False,0.6252412497997284,False,0.4650109112262726,False,0.4822279065847397,False,0.48222339153289795,True,True,False
dc5d04a3-0d52-4932-8c02-91b98367b0df,antifragility and organizations: an organizational design perspective,2025,0,"antifragility refers to a systems ability to benefit from disruptions and volatility—managing disturbances not only by enduring stress but by learning, adapting, and profiting from it.",0.4759739637374878,False,0.4214154928922653,False,0.7125678360462189,True,0.45940181612968445,False,0.5122895538806915,True,0.4556315094232559,True,True,False
ed4357fe-4476-4d8d-b113-0dce12c6f012,antifragility model development for businesses in the cosmetics industry,2025,0,"the concept of antifragility, introduced by , offers a strategic alternative by proposing that businesses can improve and expand when exposed to volatility.",0.3530948907136917,False,0.55263352394104,True,0.534414753317833,False,0.3812851905822754,False,0.3923064172267914,False,0.6228573024272919,True,True,False
2ee4ba68-4946-4048-aaff-c1081a7a1b05,"antifragile, sustainable and agile healthcare waste chain network design by considering blockchain, resiliency, robustness and risk",2025,0,"while resiliency and robustness emphasize maintaining the status quo and only show flexibility in reaction to disturbances without actively seeking improvement, antifragility emphasizes improvement and learning from disruptions.",0.3695416748523712,False,0.32511353492736816,False,0.693868100643158,True,0.43549056351184845,False,0.46828560531139374,False,0.4169497638940811,True,True,False
efa494d3-90f0-42e0-a51d-ebcd3a4a7279,the implications of industry 4.0 for managing supply chain disruption and enhancing supply chain resilience: a systematic literature review,2025,1,supply chain antifragility has emerged as a way of not only managing disruptions but also leveraging them as opportunities for growth.,0.2520126849412918,False,0.29211799800395966,False,0.42983539402484894,False,0.2902272194623947,False,0.31290334463119507,False,0.38278618454933167,True,True,False
65953560-f20f-4ee9-9738-6ccabed77521,the implications of industry 4.0 for managing supply chain disruption and enhancing supply chain resilience: a systematic literature review,2025,2,antifragile supply chains not only withstand volatility and shocks but also thrive and improve from such disturbances.,0.27293772995471954,False,0.4286418557167053,False,0.46261389553546906,False,0.2959147244691849,False,0.2886113077402115,False,0.4337465316057205,True,True,False
f4229895-e22e-4296-a43b-35e5c5797c77,the implications of industry 4.0 for managing supply chain disruption and enhancing supply chain resilience: a systematic literature review,2025,3,"unlike robustness and resilience, which aim to withstand or return to a pre-shock state, antifragility suggests a capacity for evolutionary improvement in the face of adversity.",0.4244537800550461,False,0.340618833899498,False,0.595656231045723,False,0.47743360698223114,False,0.49269989132881165,False,0.2755182981491089,False,False,True
6c3c6b70-6129-4132-87b5-8a726b52c549,transport collaboration network among competitors to improve supply chain antifragility,2024,0,"antifragility emphasizes the capacity of business ecosystems to become more resilient in the face of vuca events, fostering adaptability, flexibility, and learning from disruptions within the supply chain.",0.27332740277051926,False,0.3010810315608978,False,0.5731438845396042,False,0.3528634160757065,False,0.41993874311447144,False,0.41703373193740845,True,True,False
7fa31771-afd2-4e87-ab4a-00ba6b1b20ab,"significant leap in the industrial revolution from industry 4.0 to industry 5.0: needs, problems, and driving forces",2024,0,"antifragility, a critical characteristic of systems that thrive under stress, shocks, errors, and failures, will play a pivotal role in ensuring adaptability and robustness in the face of global challenges, such as climate change and biodiversity issues.",0.4049522876739502,False,0.33201760053634644,False,0.6213135868310928,False,0.40813571214675903,False,0.4653717577457428,False,0.3487212359905243,False,False,True
2871d7da-6225-4bb1-a909-667610193c92,navigating uncertainties in the built environment: reevaluating antifragile planning in the anthropocene through a posthumanist lens,2024,0,"talebs theory of antifragility describes a systems ability to withstand stress and change caused by capital, large-scale, and massive events, that are largely unpredictable; nonetheless, at the core of antifragility is the idea of thriving and improving in response to various kinds of shocks.",0.39589396119117737,False,0.3877972960472107,False,0.5842913389205933,False,0.39156582951545715,False,0.4206799864768982,False,0.4043394774198532,True,True,False
6add07cf-fc78-4271-bd14-0a14f57d3c66,building an antifragile supply chain: a capability blueprint for resilience and post-disruption growth,2024,1,"antifragility ... is focused specifically on growth. it posits that a system can strengthen and grow through exposure to volatility and shocks, analogous to muscle growth through exercise.",0.41018642485141754,False,0.43386925756931305,False,0.677364706993103,False,0.3925830274820328,False,0.44143062829971313,False,0.5035900622606277,True,True,False
e8f72717-909e-436a-bee0-7c37624964b8,evaluation of critical success factors for antifragile supply chains using delphi and fuzzy qfd methods,2024,1,"antifragility characterizes systems that benefit from volatility and chaos, demonstrating enhanced performance when exposed to significant and seemingly unlikely variations in parameters.",0.4822709560394287,False,0.5346863269805908,True,0.48196709156036377,False,0.46596114337444305,False,0.36475183069705963,False,0.474265992641449,True,True,False
00b2e96a-3d0e-431f-b056-631f9e931a1d,betting on the future: how to build antifragility in innovative start-up companies,2024,1,"antifragility implies the tendency of an organization to improve its own competitive position in the face of a crisis, while resilience does not.",0.30030858516693115,False,0.29893510043621063,False,0.6245795637369156,False,0.31481724977493286,False,0.3810664117336273,False,0.3569629192352295,False,False,True
a98d7283-1b6f-4db3-8c65-c1fef9113856,introducing antifragility analysis algorithm for assessing digitalization strategies of the agricultural economy in the small farming section,2024,1,"antifragility refers to when a system benefits from the variability of its environment, and fragility refers to when it suffers.",0.44496236741542816,False,0.37028999626636505,False,0.6653138101100922,False,0.3784911334514618,False,0.4685311019420624,False,0.41396449506282806,True,True,False
7f973828-c98c-401a-b9d5-e0910c44a2b4,the effect of digital governance to stimulate the antifragile capabilities of public sector organizations,2024,1,"taleb... suggested establishing a robust yet transformative and emergent environment, which equips the system with the knowledge and capacity to deal with and capitalize on uncertainty.",0.2848944514989853,False,0.2720175236463547,False,0.3752814829349518,False,0.38718707859516144,False,0.3929200619459152,False,0.3906702995300293,True,True,False
